name,year,selling_price, km_driven ,fuel,seller_type,transmission,owner,Year Grouping
Ford Fiesta 1.4 ZXi Leather,2007,"?100,000","170,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Audi A6 2.7 TDI,2010,"?850,000","46,000",Diesel,Individual,Automatic,First Owner,2011 -2015
Chevrolet Cruze LTZ AT,2012,"?359,000","120,000",Diesel,Individual,Automatic,Third Owner,2011 -2015
Maruti Swift Dzire ZDI,2015,"?470,000","91,365",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Swift Dzire VDI,2013,"?360,000","90,010",Diesel,Dealer,Manual,Second Owner,2011 -2015
Maruti Ertiga VDI,2013,"?250,999","80,000",Diesel,Individual,Manual,First Owner,2011 -2015
Tata Nano Lx BSIV,2012,"?45,000","35,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Maruti Wagon R VXI BSII,2006,"?75,000","80,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Swift Dzire VDI,2013,"?495,000","31,800",Diesel,Dealer,Manual,First Owner,2011 -2015
Maruti Wagon R CNG LXI,2013,"?310,000","59,100",CNG,Dealer,Manual,First Owner,2011 -2015
Honda Jazz 1.2 V i VTEC,2016,"?540,000","31,200",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Ciaz VDi Plus SHVS,2016,"?665,000","51,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,"?425,000","22,700",Diesel,Dealer,Manual,Second Owner,2011 -2015
Audi A4 2.0 TDI,2011,"?1,295,000","58,000",Diesel,Dealer,Automatic,First Owner,2011 -2015
Maruti Ciaz VDI SHVS,2016,"?675,000","50,900",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,"?980,000","10,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Chevrolet Beat Diesel LS,2014,"?320,000","60,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Ritz VXI,2011,"?250,000","80,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Maruti Baleno Zeta 1.3,2016,"?600,000","72,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Xcent 1.2 Kappa S,2016,"?300,000","96,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Chevrolet Beat Diesel LS,2014,"?305,000","66,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Wagon R LXI Minor,2009,"?106,000","70,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Hyundai Accent GLS 1.6 ABS,2006,"?90,000","75,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Tata Tiago 1.2 Revotron XZ,2019,"?539,000","2,417",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai EON Era Plus Option,2016,"?250,000","30,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Mahindra Scorpio BSIV,2018,"?707,000","60,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Getz GLS,2007,"?95,000","120,000",Petrol,Individual,Manual,Fourth & Above Owner,2006 - 2010
Maruti Eeco CNG 5 Seater AC BSIV,2020,"?495,000","7,000",CNG,Individual,Manual,First Owner,2016 - 2020
Tata Indigo TDI,2012,"?200,000","35,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti A-Star Vxi,2009,"?110,000","110,000",Petrol,Individual,Manual,Fourth & Above Owner,2006 - 2010
Maruti Alto LXi,2008,"?100,000","130,000",Petrol,Individual,Manual,Fourth & Above Owner,2006 - 2010
Maruti Alto 800 LX,2016,"?150,000","25,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Ford Ikon 1.3 Flair,2005,"?50,000","80,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Chevrolet Aveo 1.4,2007,"?85,000","70,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,"?475,000","23,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Volkswagen Polo 1.2 MPI Highline,2014,"?425,000","40,000",Petrol,Individual,Manual,First Owner,2011 -2015
BMW 5 Series 530i,2006,"?480,000","110,000",Petrol,Individual,Automatic,Second Owner,2006 - 2010
Maruti S-Cross Delta DDiS 200 SH,2019,"?950,000","10,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Dzire VDI,2015,"?535,000","80,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Verna CRDi SX ABS,2009,"?325,000","25,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Maruti Wagon R Stingray VXI,2013,"?270,000","74,000",Petrol,Individual,Manual,Third Owner,2011 -2015
Maruti Celerio VXI,2015,"?300,000","60,000",Petrol,Individual,Manual,Third Owner,2016 - 2020
Volkswagen Vento Diesel Trendline,2011,"?325,000","70,000",Diesel,Individual,Manual,First Owner,2011 -2015
Tata New Safari DICOR 2.2 EX 4x2,2010,"?350,000","100,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai Verna CRDi SX,2008,"?229,999","146,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Maruti Swift Dzire LDi,2012,"?325,000","120,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Wagon R LXI,2005,"?70,000","70,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Skoda Laura Ambiente,2008,"?190,000","120,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Chevrolet Cruze LTZ,2011,"?345,000","65,500",Diesel,Individual,Manual,First Owner,2011 -2015
Mahindra Scorpio 1.99 S10,2016,"?1,025,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Alto 800 LXI,2012,"?120,000","50,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti Alto LXi BSIII,2009,"?114,999","90,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Honda City 1.5 S MT,2009,"?300,000","120,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Celerio VXI,2016,"?340,000","56,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Wagon R LXI,2005,"?90,000","70,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Alto LX,2006,"?150,000","140,300",Petrol,Individual,Manual,First Owner,2006 - 2010
Maruti Alto K10 2010-2014 VXI,2010,"?115,999","70,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti Wagon R VXI,2016,"?375,000","23,000",Petrol,Dealer,Manual,Second Owner,2016 - 2020
Maruti Zen Estilo LXI BSIII,2007,"?275,000","10,211",Petrol,Individual,Manual,First Owner,2006 - 2010
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,"?120,000","120,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Maruti Celerio ZDi,2015,"?350,000","120,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Celerio ZXI,2017,"?409,999","35,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Verna 1.6 SX,2012,"?500,000","130,000",Diesel,Individual,Manual,First Owner,2011 -2015
Nissan Sunny Diesel XL,2013,"?220,000","90,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Ford Fiesta 1.6 Duratec EXI Ltd,2008,"?120,000","80,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Hyundai Santro Xing XK,2007,"?70,000","55,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Swift Dzire ZXI Plus,2017,"?800,000","15,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Dzire VDI,2014,"?450,000","260,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra Scorpio SLE BSIV,2012,"?525,000","145,000",Diesel,Individual,Manual,First Owner,2011 -2015
Datsun GO Plus Remix Limited Edition,2016,"?300,000","35,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i10 Magna,2008,"?195,000","56,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Ford Fiesta Classic 1.4 SXI Duratorq,2007,"?130,000","98,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Toyota Etios VD,2011,"?300,000","135,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Alto VXi,2002,"?120,000","60,000",Petrol,Individual,Manual,Third Owner,2001 - 2005
Toyota Innova 2.5 G3,2010,"?450,000","120,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Tata Indigo LS,2010,"?160,000","102,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra Bolero Power Plus Plus AC BSIV PS,2018,"?800,000","35,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti 800 AC,2013,"?100,000","80,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti Alto 800 LXI,2015,"?265,000","32,933",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Wagon R LXI,2008,"?175,000","54,551",Petrol,Dealer,Manual,First Owner,2006 - 2010
Maruti Omni 8 Seater BSIV,2014,"?250,999","57,112",Petrol,Dealer,Manual,First Owner,2011 -2015
Hyundai Xcent 1.2 VTVT S AT,2015,"?471,000","41,025",Petrol,Dealer,Automatic,First Owner,2016 - 2020
Maruti Swift Dzire LDI,2019,"?650,000","5,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai EON Magna,2012,"?225,000","53,122",Petrol,Dealer,Manual,Second Owner,2011 -2015
Maruti Alto 800 LXI CNG,2013,"?245,000","64,111",CNG,Dealer,Manual,First Owner,2011 -2015
Maruti Ritz LXi,2011,"?221,000","78,892",Petrol,Dealer,Manual,First Owner,2011 -2015
Hyundai i20 1.2 Asta,2011,"?271,000","74,113",Petrol,Dealer,Manual,First Owner,2011 -2015
Maruti Wagon R VXI,2012,"?290,000","80,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Maruti Swift VXi BSIV,2017,"?525,000","39,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Volkswagen Vento 1.6 Highline,2012,"?377,000","84,775",Petrol,Dealer,Manual,First Owner,2011 -2015
Tata Nano LX SE,2012,"?95,000","20,778",Petrol,Dealer,Manual,First Owner,2011 -2015
Maruti Ertiga VDI,2015,"?763,000","64,441",Diesel,Dealer,Manual,First Owner,2016 - 2020
Honda Amaze S i-Vtech,2015,"?450,000","43,192",Petrol,Dealer,Manual,First Owner,2016 - 2020
Tata Nano Twist XE,2014,"?140,000","44,416",Petrol,Dealer,Manual,First Owner,2011 -2015
Maruti Ciaz VDi Plus SHVS,2016,"?701,000","79,991",Diesel,Dealer,Manual,First Owner,2016 - 2020
Nissan Micra Diesel XV,2011,"?277,000","62,601",Diesel,Dealer,Manual,Second Owner,2011 -2015
Maruti Baleno Delta Automatic,2018,"?520,000","50,000",Petrol,Individual,Automatic,First Owner,2016 - 2020
Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017,"?550,000","100,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Volkswagen Vento Diesel Highline,2011,"?260,000","97,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Renault Pulse RxZ,2015,"?420,000","100,000",Diesel,Individual,Manual,First Owner,2016 - 2020
OpelCorsa 1.4 GL,2002,"?35,000","100,000",Petrol,Individual,Manual,Third Owner,2001 - 2005
Mahindra XUV500 W7 BSIV,2018,"?1,150,000","20,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Ciaz 1.4 Zeta,2017,"?680,000","46,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift VDI,2012,"?425,000","40,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Swift Dzire LDI,2014,"?450,000","70,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2008,"?590,000","89,600",Diesel,Individual,Manual,Third Owner,2006 - 2010
Volkswagen Jetta 1.4 TSI Comfortline,2017,"?936,999","60,800",Petrol,Individual,Manual,First Owner,2016 - 2020
Honda Mobilio S i DTEC,2015,"?420,000","104,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Volkswagen Polo 1.5 TDI Highline,2014,"?450,000","80,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti 800 AC,2004,"?40,000","69,111",Petrol,Individual,Manual,Third Owner,2001 - 2005
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,"?520,000","70,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti 800 AC,2007,"?80,000","120,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Tata Nano CX,2014,"?55,000","40,000",Petrol,Individual,Manual,First Owner,2011 -2015
Mahindra Bolero DI DX 7 Seater,2001,"?80,000","100,000",Diesel,Individual,Manual,Third Owner,2001 - 2005
Maruti Alto 800 LXI,2019,"?210,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Tiago 1.05 Revotorq XM,2017,"?260,000","50,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Tata Zest Quadrajet 1.3,2016,"?250,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Tata Indica Vista Aqua TDI BSIII,2008,"?80,000","90,000",Diesel,Individual,Manual,First Owner,2006 - 2010
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2010,"?450,000","150,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,"?310,000","120,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Ford Figo Petrol EXI,2014,"?350,000","90,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Maruti SX4 VDI,2011,"?320,000","100,000",Diesel,Individual,Manual,First Owner,2011 -2015
Honda Amaze S i-DTEC,2016,"?475,000","90,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Tata Manza Aura (ABS) Quadrajet BS IV,2011,"?220,000","140,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Tata Indica GLS BS IV,2008,"?70,000","60,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Chevrolet Sail Hatchback 1.3 TCDi,2015,"?281,000","40,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Tata Indigo Grand Dicor,2013,"?211,000","80,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai Elite i20 Petrol Magna Exective,2018,"?550,000","11,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Chevrolet Enjoy TCDi LT 8 Seater,2014,"?350,000","110,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Wagon R VXI AMT,2017,"?420,000","19,890",Petrol,Dealer,Automatic,First Owner,2016 - 2020
Renault KWID RXT,2015,"?270,000","20,969",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Celerio VXI,2016,"?399,000","20,194",Petrol,Dealer,Manual,First Owner,2016 - 2020
Ford Figo Trend,2016,"?440,000","34,982",Petrol,Dealer,Manual,First Owner,2016 - 2020
Hyundai EON Magna,2012,"?250,000","44,588",Petrol,Dealer,Manual,First Owner,2011 -2015
Ford Ecosport 1.5 Diesel Titanium,2016,"?650,000","57,904",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Alto K10 VXI,2015,"?270,000","59,258",Petrol,Dealer,Manual,First Owner,2016 - 2020
Ford Figo Trend,2016,"?390,000","60,826",Petrol,Dealer,Manual,First Owner,2016 - 2020
Mahindra XUV500 W10 2WD,2018,"?1,500,000","50,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti 800 AC,2014,"?225,000","35,000",Petrol,Individual,Manual,First Owner,2011 -2015
Mahindra XUV500 W8 2WD,2015,"?900,000","110,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,"?1,600,000","40,000",Diesel,Individual,Automatic,First Owner,2016 - 2020
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019,"?800,000","10,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Honda Amaze E i-Dtech,2013,"?320,000","50,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Alto 800 LXI,2016,"?300,000","25,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i20 1.2 Asta Dual Tone,2018,"?740,000","25,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Datsun RediGO SV 1.0,2019,"?350,000","1,300",Petrol,Individual,Manual,First Owner,2016 - 2020
Datsun GO T BSIV,2014,"?280,000","40,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti Swift Dzire AMT VDI,2018,"?675,000","50,000",Diesel,Individual,Automatic,First Owner,2016 - 2020
Hyundai i10 Era 1.1 iTech SE,2011,"?300,000","20,000",Petrol,Individual,Manual,First Owner,2011 -2015
Chevrolet Captiva 2.0L VCDi,2011,"?400,000","76,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Mahindra Scorpio VLX 2WD BSIV,2010,"?420,000","100,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Tata New Safari 3L Dicor LX 4x2,2008,"?300,000","120,000",Diesel,Individual,Manual,First Owner,2006 - 2010
Maruti Wagon R VXI Minor,2010,"?170,000","70,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai EON Era Plus,2014,"?210,000","70,000",Petrol,Individual,Manual,Third Owner,2011 -2015
Maruti Ertiga VDI,2015,"?600,000","60,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Maruti Wagon R VXI BS IV,2014,"?260,000","38,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Tata Nano Twist XT,2015,"?82,000","19,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra TUV 300 T8,2016,"?690,000","75,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Grand i10 CRDi Asta,2015,"?300,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Honda BRV i-DTEC V MT,2017,"?1,250,000","30,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Verna CRDi 1.6 EX,2017,"?799,000","31,707",Diesel,Individual,Manual,First Owner,2016 - 2020
Toyota Fortuner 3.0 Diesel,2010,"?1,000,000","180,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Alto 800 LXI,2014,"?190,000","90,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Mahindra Verito 1.5 D2 BSIII,2014,"?250,000","30,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai Verna 1.6 i ABS,2009,"?200,000","60,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Mahindra Bolero DI,2005,"?300,000","90,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Tata Zest Revotron 1.2T XMS,2015,"?250,000","120,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Maruti 800 AC,2008,"?90,000","70,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Renault Duster 85PS Diesel RxL,2016,"?700,000","160,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Volvo XC60 D3 Kinetic,2012,"?1,750,000","115,992",Diesel,Dealer,Automatic,Third Owner,2011 -2015
Maruti Wagon R VXI Optional,2017,"?290,000","110,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,"?1,050,000","97,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Tata Indigo LX Dicor,2008,"?70,000","100,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Maruti Swift ZDi BSIV,2016,"?520,000","41,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Tata Indigo LS,2012,"?150,000","90,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai i10 Magna 1.1,2008,"?120,000","90,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Hyundai i20 Asta Option 1.2,2016,"?600,000","25,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Xenon XT EX 4X4,2010,"?150,000","70,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Volkswagen Vento Petrol Highline,2011,"?400,000","60,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti Alto 800 LXI,2015,"?310,000","30,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Maruti Baleno Alpha 1.2,2015,"?550,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i20 Asta Option 1.4 CRDi,2016,"?550,000","60,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Grand i10 CRDi Magna,2013,"?320,000","73,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti 800 AC BSII,1992,"?50,000","100,000",Petrol,Individual,Manual,Fourth & Above Owner,1992 - 2000
Maruti Vitara Brezza VDi Option,2017,"?700,000","50,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Maruti Ertiga VDI,2012,"?700,000","110,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai i20 1.4 Sportz,2017,"?655,000","84,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Chevrolet Beat LT LPG,2011,"?200,000","110,000",LPG,Individual,Manual,First Owner,2011 -2015
Renault Duster 85PS Diesel RxL Optional,2012,"?375,000","150,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai Verna 1.6 SX,2012,"?470,000","109,052",Diesel,Dealer,Manual,First Owner,2011 -2015
Maruti Ciaz VDi,2015,"?550,000","90,658",Diesel,Dealer,Manual,First Owner,2016 - 2020
Honda Amaze VX i-DTEC,2014,"?500,000","110,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Datsun GO T Option BSIV,2015,"?210,000","25,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mercedes-Benz E-Class E250 Edition E,2013,"?1,451,000","81,000",Diesel,Dealer,Automatic,First Owner,2011 -2015
Hyundai Verna SX AT Diesel,2009,"?245,000","75,000",Diesel,Dealer,Automatic,First Owner,2006 - 2010
Honda WR-V i-VTEC VX,2017,"?700,000","25,552",Petrol,Dealer,Manual,Second Owner,2016 - 2020
Hyundai EON Magna Plus,2018,"?300,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Xcent 1.2 CRDi E,2017,"?350,000","80,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Elite i20 Asta Option CVT BSIV,2017,"?635,000","25,000",Petrol,Dealer,Automatic,First Owner,2016 - 2020
Honda City S,2012,"?325,000","40,700",Petrol,Individual,Manual,First Owner,2011 -2015
Mahindra XUV500 AT W10 1.99 mHawk,2017,"?1,150,000","65,500",Diesel,Dealer,Automatic,First Owner,2016 - 2020
Tata Indigo GLE BSIII,2008,"?110,000","42,000",Petrol,Dealer,Manual,First Owner,2006 - 2010
Honda City 1.5 V MT,2018,"?890,000","8,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Swift 1.3 LXI,2007,"?73,000","80,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Ciaz ZXi Plus,2016,"?750,000","6,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Baleno Alpha 1.2,2018,"?690,000","11,174",Petrol,Dealer,Manual,First Owner,2016 - 2020
Tata Indigo GLS,2008,"?130,000","120,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Hyundai Santro Xing GLS,2007,"?85,000","85,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Hyundai Elantra 2.0 SX AT,2018,"?1,575,000","10,000",Petrol,Individual,Automatic,First Owner,2016 - 2020
Nissan Sunny Diesel XV,2013,"?325,000","105,000",Diesel,Individual,Manual,First Owner,2011 -2015
Honda City 1.3 EXI,1998,"?85,000","120,000",Petrol,Individual,Manual,Second Owner,1992 - 2000
Hyundai Verna 1.6 CRDI SX Option,2018,"?860,000","30,000",Diesel,Dealer,Manual,Second Owner,2016 - 2020
Maruti S-Cross Sigma DDiS 200 SH,2017,"?690,000","41,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Elantra CRDi S,2013,"?650,000","54,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Chevrolet Sail LS ABS,2014,"?375,000","40,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai Verna 1.6 SX CRDi (O),2013,"?525,000","71,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Maruti Eeco Smiles 5 Seater AC,2016,"?330,000","72,500",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Eeco Smiles 5 Seater AC,2013,"?280,000","76,600",Petrol,Dealer,Manual,First Owner,2011 -2015
Maruti Swift ZXI,2014,"?470,000","40,000",Petrol,Individual,Manual,First Owner,2011 -2015
Volkswagen Polo Diesel Trendline 1.2L,2011,"?350,000","110,000",Diesel,Individual,Manual,First Owner,2011 -2015
Honda City 1.5 V Elegance,2012,"?480,000","63,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Hyundai Verna 1.6 CRDi SX,2016,"?620,000","60,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Datsun GO T BSIV,2014,"?250,000","58,000",Petrol,Individual,Manual,First Owner,2011 -2015
Chevrolet Spark 1.0,2010,"?78,692","80,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Hyundai i20 Magna Optional 1.4 CRDi,2012,"?350,000","80,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Wagon R LX Minor,2013,"?250,000","70,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Hyundai i20 1.2 Sportz,2011,"?260,000","97,700",Petrol,Individual,Manual,Fourth & Above Owner,2011 -2015
Honda Mobilio S i DTEC,2016,"?640,000","36,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Tata New Safari DICOR 2.2 EX 4x2,2008,"?220,000","90,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Volkswagen Vento 1.5 TDI Highline,2015,"?465,000","130,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Vdi BSIII,2010,"?229,999","120,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Wagon R VXI BS IV,2018,"?425,000","15,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Indica GLS BS IV,2008,"?95,000","120,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Hyundai EON LPG Magna Plus,2012,"?170,000","170,000",LPG,Individual,Manual,Third Owner,2011 -2015
Datsun RediGO T Option,2016,"?229,999","37,500",Petrol,Individual,Manual,Second Owner,2016 - 2020
Maruti 800 Std,1999,"?45,000","50,000",Petrol,Individual,Manual,Third Owner,1992 - 2000
Maruti Grand Vitara MT,2007,"?479,000","145,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Hyundai EON Sportz,2016,"?340,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Dzire ZXI,2016,"?620,000","35,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Manza Club Class Quadrajet90 EX,2012,"?270,000","60,000",Diesel,Individual,Manual,First Owner,2011 -2015
Tata Tiago 1.05 Revotorq XZ Plus,2018,"?400,000","35,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R VXI Optional,2015,"?260,000","40,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Santro LE zipPlus,2003,"?48,000","50,000",Petrol,Individual,Manual,Fourth & Above Owner,2001 - 2005
Tata Nano Twist XE,2015,"?100,000","23,800",Petrol,Individual,Manual,Second Owner,2016 - 2020
Nissan Terrano XL Plus 85 PS,2015,"?490,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R Duo Lxi,2010,"?120,000","90,000",LPG,Individual,Manual,Second Owner,2011 -2015
Hyundai i10 Era,2008,"?125,000","102,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Alto 800 LXI,2019,"?190,000","5,000",Petrol,Individual,Manual,First Owner,2016 - 2020
